"ID","block_plot","block","plot","species","Soil_depth","tot_dry_weight_aff","FRB_g_cm3","SRL_m_g","RLD_m_m3","mycelium","length_aff_cm","surfarea_cm2","avgdiam_mm","rootvol_aff_class_cm3","RTD_g_cm3","tips","forks","crossings","ntips_length_n_cm","nforks_length_n_cm","RDMC_dry_g_fresh_g","h2o","RLD_cm_cm3","SRA_cm2_g","ntips_length_n_cm_log1","RLD_cm_cm3_log1","SRL_m_g_log1","SRA_cm2_g_log1","length_aff_cm_sqrt","RDMC_dry_g_fresh_g_log1","rootvol_aff_class_cm3_log1"
"2_2_QURU_0_5_500_180815_AF","22","2",2,"Quercus rubra","0-5",0.4132,0.0045,55.1,248025.1,"no",2278.28532434428,118.8755,0.2066,0.804,0.514,10057,11376,1605,4.41,4.99,0.58,"Low",24.80251,287.694820909971,1.68824909285839,3.25047177401722,4.02713581252865,5.66537014715907,47.7313872032259,0.457424847038875,0.590006421640432
"2_2_QURU_5_10_500_180815_AF","22","2",2,"Quercus rubra","5-10",0.5016,0.0055,79.3,439297.9,"no",3975.52774157531,66.976,0.2064,0.215,2.333,4568,4252,566,1.15,1.07,0.74,"Low",43.92979,133.524720893142,0.765467842139571,3.80510104913391,4.38576962095272,4.90174798061505,63.0517861886189,0.553885113226438,0.194744076792512
"2_2_QURU_10_15_500_180815_AF","22","2",2,"Quercus rubra","10-15",0.7706,0.0085,61.6,525479.7,"no",4748.69122012437,84.3739,0.2027,2.183,0.353,7571,7677,1294,1.59,1.62,0.49,"Low",52.54797,109.491175707241,0.951657875711446,3.98057788767848,4.13676527810605,4.70493565991598,68.9107482191593,0.398776119957368,1.15782414829996
"2_2_QURU_15_20_500_180815_AF","22","2",2,"Quercus rubra","15-20",0.4651,0.0051,72,370507.1,"no",3347.73415841787,58.2025,0.2071,0.716,0.649,4818,4024,466,1.44,1.2,0.67,"Low",37.05071,125.139754891421,0.89199803930511,3.63891974379195,4.29045944114839,4.83739045808649,57.8596073130286,0.512823626428664,0.539996001065771
"2_2_QURU_20_30_500_180815_AF","22","2",2,"Quercus rubra","20-30",0.096,5e-04,91,47789.9,"no",873.294058891909,30.5356,0.2178,0.308,0.312,3539,2903,370,4.05,3.32,0.4,"Low",4.77899,318.079166666667,1.61938824328727,1.75422892693096,4.52178857704904,5.76543924336428,29.5515491792209,0.336472236621213,0.268499253035007
"2_4_LALA_0_5_500_180814_AF","24","2",4,"Larix laricina","0-5",0.9338,0.0116,32,369929.6,"no",2989.80510929744,59.7307,0.4104,3.418,0.273,1924,1394,72,0.64,0.47,0.39,"Low",36.99296,63.9651959734419,0.494696241836107,3.63740087940515,3.49650756146648,4.1738516799305,54.6791103557605,0.3293037471426,1.48568710499793
"2_4_LALA_5_10_500_180814_AF","24","2",4,"Larix laricina","5-10",0.2027,0.0026,37.5,95645.9,"no",760.101980928528,18.8982,0.4524,1.012,0.2,634,509,28,0.83,0.67,0.3,"Low",9.56459,93.2323630981746,0.60431596685333,2.35750784293213,3.65065824129374,4.54576367988548,27.5699470606769,0.262364264467491,0.699129252237493
"2_4_LALA_10_15_500_180814_AF","24","2",4,"Larix laricina","10-15",0.0019,0,83.3,1701.9,"no",15.45791209684,0.6138,0.4404,0.008,0.236,6,4,0,0.39,0.26,0.22,"Low",0.17019,323.052631578947,0.3293037471426,0.157166128787716,4.43438186500781,5.78090594574477,3.93165513452541,0.198850858745165,0.00796816964917688
"2_4_LALA_15_20_500_180814_AF","24","2",4,"Larix laricina","15-20",0.0201,2e-04,132.6,30285.1,"no",266.697243253591,4.4879,0.4519,0.116,0.173,205,131,6,0.77,0.49,0.25,"Low",3.02851,223.278606965174,0.570979546585738,1.39339658054555,4.89485026110255,5.41288906009464,16.3308678046695,0.22314355131421,0.109750863959119
"2_4_LALA_20_30_500_180814_AF","24","2",4,"Larix laricina","20-30",0.0909,6e-04,32.3,18317.8,"no",293.699464599757,16.66,0.4233,0.322,0.282,659,579,30,2.24,1.97,0.35,"Low",1.83178,183.278327832783,1.17557332980424,1.04090548919813,3.5055573969864,5.21644726596959,17.1376621684452,0.300104592450338,0.279145741429495
"2_9_PIGL_0_5_500_180814_AF","29","2",9,"Picea glauca","0-5",0.6109,0.0075,35.4,264929.7,"yes",2161.02567004268,64.9943,0.3187,1.126,0.543,2955,2806,246,1.37,1.3,0.27,"Low",26.49297,106.391062367,0.86288995514704,3.31393033562834,3.5945687746427,4.67647696042758,46.4868332976412,0.2390169004705,0.754242279919756
"2_9_PIGL_5_10_500_180814_AF","29","2",9,"Picea glauca","5-10",0.4913,0.0054,51,276879.8,"no",2507.72327268877,39.6876,0.3427,1.669,0.294,1568,1082,104,0.63,0.43,0.36,"Low",27.68798,80.7807856706697,0.488580014818671,3.35647821970693,3.95124371858143,4.40404232201519,50.0771731699062,0.307484699747961,0.981703870422387
"2_9_PIGL_10_15_500_180814_AF","29","2",9,"Picea glauca","10-15",0.5394,0.0059,50.9,299210.7,"no",2743.99981304925,15.3516,0.3479,1.403,0.384,463,307,14,0.17,0.11,0.43,"Low",29.92107,28.460511679644,0.157003748809665,3.43143782855384,3.94931879017184,3.38305077950701,52.3832016303819,0.357674444271816,0.876717956754332
"2_9_PIGL_15_20_500_180814_AF","29","2",9,"Picea glauca","15-20",0.1252,0.0014,53.8,74783.6,"no",673.596127835444,18.2408,0.3673,0.49,0.255,592,569,33,0.88,0.84,0.32,"Low",7.47836,145.693290734824,0.631271776841858,2.13751703487393,4.00369019395397,4.98834394950747,25.9537305186642,0.27763173659828,0.398776119957368
"2_9_PIGL_20_30_500_180814_AF","29","2",9,"Picea glauca","20-30",0.0781,4e-04,45.3,19736.2,"no",353.681546882777,10.1545,0.3396,0.186,0.419,395,375,36,1.12,1.06,0.34,"Low",1.97362,130.019206145967,0.751416088683921,1.08978006583247,3.83514196109219,4.87534392425596,18.8064230220097,0.29266961396282,0.170586300575534
"2_7_BEPA_0_5_500_180816_AF","27","2",7,"Betula papyrifera","0-5",0.6597,0.0073,39.8,292238.8,"no",2628.36751414611,51.7149,0.2442,0.633,1.042,3329,3226,427,1.27,1.23,0.69,"Low",29.22388,78.3915416098227,0.819779831493311,3.40863234039659,3.70868208141012,4.37439183373495,51.2676068697,0.524728528934982,0.490418813988328
"2_7_BEPA_5_10_500_180816_AF","27","2",7,"Betula papyrifera","5-10",0.1237,0.0014,99.4,137574.4,"no",1228.9916990921,28.9475,0.2908,0.579,0.214,1520,1492,135,1.24,1.21,0.37,"Low",13.75744,234.013742926435,0.806475865866949,2.69174736239515,4.60916220725763,5.45964399297226,35.0569778944521,0.314810739840034,0.456791735273505
"2_7_BEPA_10_15_500_180816_AF","27","2",7,"Betula papyrifera","10-15",0.0908,0.0012,82.1,94738,"no",745.481218408548,12.0947,0.2981,0.252,0.36,608,612,62,0.82,0.82,0.33,"Low",9.4738,133.20154185022,0.598836501088704,2.34887690077333,4.4200447018614,4.89934271366845,27.3035019440464,0.285178942233662,0.224742272677907
"2_7_BEPA_15_20_500_180816_AF","27","2",7,"Betula papyrifera","15-20",0.0996,0.0011,140.2,155076.7,"no",1396.62536542379,19.1663,0.2613,0.274,0.364,1276,1087,117,0.91,0.78,0.33,"Low",15.50767,192.432730923695,0.647103242058539,2.8038251213828,4.95017732505914,5.26492980822252,37.3714512084263,0.285178942233662,0.242161557149972
"2_7_BEPA_20_30_500_180816_AF","27","2",7,"Betula papyrifera","20-30",0.0622,4e-04,76,29877.4,"no",472.243849620726,4.249,0.3332,0.235,0.265,232,234,14,0.49,0.5,0.38,"Low",2.98774,68.3118971061093,0.398776119957368,1.38322465438751,4.34380542185368,4.23861656687415,21.7311723020348,0.322083499169113,0.21107097007994
"2_14_PIST_0_5_500_180817_AF","214","2",14,"Pinus strobus","0-5",0.6462,0.007,23.8,167227.1,"no",1535.83083766071,80.8313,0.4598,2.121,0.305,2328,2366,196,1.52,1.54,0.34,"Low",16.72271,125.087124729186,0.924258901523332,2.87484686802089,3.21084365317094,4.83697313410359,39.1896776927383,0.29266961396282,1.13815346328864
"2_14_PIST_5_10_500_180817_AF","214","2",14,"Pinus strobus","5-10",0.4512,0.0049,13.2,64403.3,"no",594.304093664612,54.3929,0.5483,1.018,0.443,1437,1301,65,2.42,2.19,0.34,"Low",6.44033,120.551640070922,1.22964055107451,2.00691520270006,2.65324196460721,4.80033919364455,24.3783529727628,0.29266961396282,0.702106921931417
"2_14_PIST_10_15_500_180817_AF","214","2",14,"Pinus strobus","10-15",0.4876,0.0055,14.8,80641.9,"no",720.288848369884,41.8878,0.6754,1.694,0.288,665,588,14,0.92,0.82,0.3,"Low",8.06419,85.9060705496308,0.65232518603969,2.20433148555367,2.76000994003292,4.46482788655911,26.8381975618685,0.262364264467491,0.991027077988172
"2_14_PIST_15_20_500_180817_AF","214","2",14,"Pinus strobus","15-20",0.257,0.0029,21.1,60691.5,"no",541.297164312141,12.9455,0.6672,0.926,0.278,204,194,3,0.38,0.36,0.33,"Low",6.06915,50.3715953307393,0.322083499169113,1.95574024637237,3.09557760852371,3.93908539968587,23.2657938680833,0.285178942233662,0.655445313375934
"2_14_PIST_20_30_500_180817_AF","214","2",14,"Pinus strobus","20-30",0.0051,0,92.1,2731.4,"no",47.3893728914611,1.0813,0.6568,0.024,0.217,19,11,0,0.4,0.23,0.21,"Low",0.27314,212.019607843137,0.336472236621213,0.241486289961926,4.53367418428302,5.36138421707415,6.88399396364212,0.19062035960865,0.0237165266173161
"2_12_ACSA_0_5_500_180821_AF","212","2",12,"Acer saccharum","0-5",0.98,0.0105,42.9,450304.1,"no",4208.2571995955,213.4855,0.3542,4.48,0.219,5027,6978,944,1.19,1.66,0.28,"Low",45.03041,217.842346938776,0.783901543828409,3.82930226502389,3.78191432008113,5.38835159358875,64.8710813814253,0.246860077931526,1.70110510095992
"2_12_ACSA_5_10_500_180821_AF","212","2",12,"Acer saccharum","5-10",0.3071,0.0042,49.4,206518.7,"no",1516.96229640985,63.2836,0.3304,1.204,0.255,1659,1516,219,1.09,1,0.28,"Low",20.65187,206.068381634647,0.73716406597672,3.07509182485242,3.91999117507732,5.33304908477422,38.9482001690688,0.246860077931526,0.790273891290668
"2_12_ACSA_10_15_500_180821_AF","212","2",12,"Acer saccharum","10-15",0.2533,0.0028,50.3,139576.7,"no",1273.1266,61.1267,0.3493,1.2,0.211,1272,1285,117,1,1.01,0.26,"Low",13.95767,241.321358073431,0.693147180559945,2.70522421175315,3.93769075217672,5.4902647711661,35.680899652335,0.231111720963387,0.78845736036427
"2_12_ACSA_15_20_500_180821_AF","212","2",12,"Acer saccharum","15-20",0.1607,0.0017,53.9,93838,"no",866.504008159602,41.9832,0.4007,0.928,0.173,663,453,45,0.77,0.52,0.18,"Low",9.3838,261.252022401991,0.570979546585738,2.34024689937563,4.00551334851548,5.56930595897972,29.436440140744,0.165514438477573,0.656483196188354
"2_12_ACSA_20_30_500_180821_AF","212","2",12,"Acer saccharum","20-30",0.1642,9e-04,50.6,43569.7,"no",830.584149862888,48.356,0.3939,0.905,0.181,786,759,81,0.95,0.91,0.2,"Low",4.35697,294.494518879415,0.667829372575655,1.6783985167338,3.94352167248752,5.6886502880427,28.8198568674948,0.182321556793955,0.644482008578664
"1_8_PIST_0_5_500_180822_AF","18","1",8,"Pinus strobus","0-5",1.9848,0.0216,23.8,512263.7,"no",4715.11528942552,67.4121,0.5382,6.465,0.307,832,508,11,0.18,0.11,0.35,"High",51.22637,33.9641777509069,0.165514438477573,3.95558753974576,3.21084365317094,3.55432404453174,68.6666970912794,0.300104592450338,2.01022543099115
"1_8_PIST_5_10_500_180822_AF","18","1",8,"Pinus strobus","5-10",0.4549,0.0053,33.9,180430.8,"no",1540.45724251525,38.9526,0.5693,1.489,0.306,668,509,13,0.43,0.33,0.28,"High",18.04308,85.6289294350407,0.357674444271816,2.9467037809866,3.55248682920838,4.46163381792474,39.2486591174176,0.246860077931526,0.911881023385455
"1_8_PIST_10_15_500_180822_AF","18","1",8,"Pinus strobus","10-15",0.2499,0.0031,34.8,108909,"no",870.467044277073,13.4713,0.6118,1.176,0.212,194,123,4,0.22,0.14,0.24,"High",10.8909,53.906762705082,0.198850858745165,2.47577340169844,3.57794789340665,4.00563652317111,29.503678487217,0.215111379616945,0.777488328993696
"1_8_PIST_15_20_500_180822_AF","18","1",8,"Pinus strobus","15-20",0.2925,0.0036,30.8,109500.4,"no",902.030171523946,17.8318,0.6006,1.201,0.243,269,195,5,0.3,0.22,0.27,"High",10.95004,60.9634188034188,0.262364264467491,2.48073462565225,3.45946628978613,4.12654419161551,30.0338171320921,0.2390169004705,0.788911802544325
"1_8_PIST_20_30_500_180822_AF","18","1",8,"Pinus strobus","20-30",0.1322,7e-04,41.4,30785,"no",548.105295475797,9.3418,0.5894,0.805,0.164,108,44,2,0.2,0.08,0.19,"High",3.0785,70.6641452344932,0.182321556793955,1.4057292737585,3.74714836223791,4.27199055606611,23.4116487133178,0.173953307123438,0.590560591784844
"1_1_ACSA_0_5_500_180822_AF","11","1",1,"Acer saccharum","0-5",0.7475,0.0094,52,488055.6,"no",3886.97322836152,97.4261,0.2917,2.547,0.293,2134,1578,315,0.55,0.41,0.29,"High",48.80556,130.335919732441,0.438254930931155,3.90812662438494,3.97029191355212,4.87775831383014,62.3455950999068,0.254642218373581,1.26610217579148
"1_1_ACSA_5_10_500_180822_AF","11","1",1,"Acer saccharum","5-10",0.3165,0.0039,74,290529,"no",2341.45500061697,89.0123,0.32,1.415,0.224,1715,1359,199,0.73,0.58,0.22,"High",29.0529,281.239494470774,0.548121408509688,3.40295916214846,4.31748811353631,5.64275598168436,48.3885833706358,0.198850858745165,0.881699287104536
