ID,ID_rock,block_plot,block_day,block,plot,sp,depth,resolution,day_of_year,sampling_date,date,_,serial_nb,fraction,fresh_weight_g,fresh_weight_aff,part_fresh_w,dry_weight,dry_weight_f_100,calc_tot_dry_weight,tot_dry_weight_aff,f_perc_prop_weight_aff,vol_calc_sk_ml,vol_perc_sk,vol_fine_cm3,Date_dry_weighing,soilvol_m3,soilvol_cm3,FRB_g_cm3,SRL_m_g,RLD_m_m3,mycelium,length_cm,length_aff_cm,projarea_cm2,surfarea_cm2,avgdiam_mm,lenpervol_cm_m3,rootvol_cm3,rootvol_class_cm3,rootvol_aff_class_cm3,rtd_g_cm3,tips,forks,crossings,ntips_length_n_cm,nforks_length_n_cm,rdmc_dry_g_fresh_g,loi_perc,tc_perc,tn_perc,ca_mg_kg,k_mg_kg,mg_mg_kg,mn_mg_kg,ep_mg_kg,silt_clay_perc,clay_perc,silt_perc,sand_perc,h2o,moist_bepa_5cm,moist_bepa_5cm_vol100perc,moist_bepa_25cm,moist_bepa_25cm_vol100perc,moist_pist_5cm,moist_pist_5cm_vol100perc,moist_pist_25cm,moist_pist_25cm_vol100perc
5_18_ACSA_5_10_500_180830_AF,5_18_ACSA_5_10,518,5242,5,18,ACSA,5_10,500,242,8/30/2018,180830,_,180558,AF,0.8694,1.2712,NA,0.1640,,NA,0.2629,,3.05,3.12,94.95,12/20/2018,0.000098,98,0.0028,45.2,125108.1,no,596.8813,1187.84136990284,22.4727,70.6000,0.3765,6090625.0499,0.665,0.327,5.721,0.046,1574,1453,128,1.33,1.22,0.21,3.52,1.69,0.102,106.7,15.7,3.34,2.85,40.7,26.62,11.35,15.27,73.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_18_ACSA_5_10_500_180830_F,5_18_ACSA_5_10,518,5242,5,18,ACSA,5_10,500,242,8/30/2018,180830,_,180559,F,0.0523,0.5230,NA,0.0123,0.1230,NA,0.1230,46.79,3.05,3.12,94.95,12/20/2018,0.000098,98,0.0013,50.2,65028.5,no,61.7415,617.415,2.2419,7.0431,0.3631,630015.7565,0.064,0.646,6.462,0.019,261,119,9,0.42,0.19,0.24,3.52,1.69,0.102,106.7,15.7,3.34,2.85,40.7,26.62,11.35,15.27,73.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_18_ACSA_5_10_500_180830_D,5_18_ACSA_5_10,518,5242,5,18,ACSA,5_10,500,242,8/30/2018,180830,_,180560,D,0.2622,0.3834,NA,0.0400,,NA,0.0641,,3.05,3.12,94.95,12/20/2018,0.000098,98,0.0007,8.3,5600.6,no,26.7200,53.174930097163,2.8698,9.0157,1.0740,272653.1817,0.242,0.065,1.133,0.057,44,22,0,0.83,0.41,0.17,3.52,1.69,0.102,106.7,15.7,3.34,2.85,40.7,26.62,11.35,15.27,73.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_18_ACSA_10_15_500_180830_C,5_18_ACSA_10_15,518,5242,5,18,ACSA,10_15,500,242,8/30/2018,180830,_,180561,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,3.23,0.00,0.00,12/20/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,3.52,1.69,0.102,106.7,15.7,3.34,2.85,40.7,26.62,11.35,15.27,73.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_18_ACSA_10_15_500_180830_TF,5_18_ACSA_10_15,518,5242,5,18,ACSA,10_15,500,242,8/30/2018,180830,_,180562,TF,0.1835,0.1835,NA,0.0843,,NA,0.0843,,3.23,3.30,94.77,12/20/2018,0.000098,98,0.0009,3.2,2874.8,no,27.2437,27.2437,2.0834,6.5451,0.7647,277997.3520,0.125,0.290,0.290,0.291,49,29,1,1.80,1.06,0.46,3.52,1.69,0.102,106.7,15.7,3.34,2.85,40.7,26.62,11.35,15.27,73.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_18_ACSA_10_15_500_180830_AF,5_18_ACSA_10_15,518,5242,5,18,ACSA,10_15,500,242,8/30/2018,180830,_,180563,AF,0.4660,0.8727,NA,0.0946,,NA,0.1916,,3.23,3.30,94.77,12/20/2018,0.000098,98,0.0020,44.8,90479.5,no,386.9690,857.454036543473,14.0831,44.2435,0.3639,3948663.0221,0.403,0.158,3.249,0.059,949,638,38,1.11,0.74,0.22,3.52,1.69,0.102,106.7,15.7,3.34,2.85,40.7,26.62,11.35,15.27,73.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_18_ACSA_10_15_500_180830_F,5_18_ACSA_10_15,518,5242,5,18,ACSA,10_15,500,242,8/30/2018,180830,_,180564,F,0.0465,0.4650,NA,0.0101,0.1010,NA,0.1010,52.71,3.23,3.30,94.77,12/20/2018,0.000098,98,0.0011,47.2,50298.4,no,47.6667,476.667,1.6626,5.2231,0.3488,486394.8671,0.046,0.398,3.977,0.025,228,63,1,0.48,0.13,0.22,3.52,1.69,0.102,106.7,15.7,3.34,2.85,40.7,26.62,11.35,15.27,73.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_18_ACSA_10_15_500_180830_D,5_18_ACSA_10_15,518,5242,5,18,ACSA,10_15,500,242,8/30/2018,180830,_,180565,D,0.0668,0.1251,NA,0.0039,,NA,0.0079,,3.23,3.30,94.77,12/20/2018,0.000098,98,0.0001,14.3,1188.9,no,5.0846,11.2665634565274,0.5469,1.7181,1.0756,51883.3499,0.046,0.045,0.931,0.008,4,2,0,0.36,0.18,0.06,3.52,1.69,0.102,106.7,15.7,3.34,2.85,40.7,26.62,11.35,15.27,73.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_18_ACSA_15_20_500_180830_C,5_18_ACSA_15_20,518,5242,5,18,ACSA,15_20,500,242,8/30/2018,180830,_,180566,C,0.3974,0.3974,NA,0.2180,,NA,0.2180,,7.27,7.42,90.73,12/20/2018,0.000098,98,0.0024,0.2,530.3,no,4.8113,4.8113,1.4029,4.4075,2.9159,49094.6393,0.321,0.059,0.059,3.670,5,1,0,1.04,0.21,0.55,3.52,1.69,0.102,106.7,15.7,3.34,2.85,40.7,26.62,11.35,15.27,73.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_18_ACSA_15_20_500_180830_TF,5_18_ACSA_15_20,518,5242,5,18,ACSA,15_20,500,242,8/30/2018,180830,_,180567,TF,0.1396,0.1396,NA,0.0594,,NA,0.0594,,7.27,7.42,90.73,12/20/2018,0.000098,98,0.0007,5.3,3496.4,no,31.7233,31.7233,2.0264,6.3662,0.6388,323706.9585,0.102,0.344,0.344,0.173,62,32,0,1.95,1.01,0.43,3.52,1.69,0.102,106.7,15.7,3.34,2.85,40.7,26.62,11.35,15.27,73.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_18_ACSA_15_20_500_180830_AF,5_18_ACSA_15_20,518,5242,5,18,ACSA,15_20,500,242,8/30/2018,180830,_,180568,AF,0.3715,0.4905,NA,0.0696,,NA,0.0887,,7.27,7.42,90.73,12/20/2018,0.000098,98,0.0010,53.9,52734.3,no,270.4697,478.463691090584,10.5786,33.2337,0.3911,2759894.4472,0.325,0.120,3.244,0.027,610,397,27,1.27,0.83,0.18,3.52,1.69,0.102,106.7,15.7,3.34,2.85,40.7,26.62,11.35,15.27,73.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_18_ACSA_15_20_500_180830_F,5_18_ACSA_15_20,518,5242,5,18,ACSA,15_20,500,242,8/30/2018,180830,_,180569,F,0.0135,0.1350,NA,0.0022,0.0220,NA,0.0220,24.80,7.27,7.42,90.73,12/20/2018,0.000098,98,0.0002,96.4,23364.5,no,21.1988,211.988,0.6389,2.0073,0.3014,216314.6835,0.015,0.352,3.517,0.006,106,12,0,0.50,0.06,0.16,3.52,1.69,0.102,106.7,15.7,3.34,2.85,40.7,26.62,11.35,15.27,73.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_18_ACSA_15_20_500_180830_D,5_18_ACSA_15_20,518,5242,5,18,ACSA,15_20,500,242,8/30/2018,180830,_,180570,D,0.0498,0.0658,NA,0.0106,,NA,0.0135,,7.27,7.42,90.73,12/20/2018,0.000098,98,0.0001,6.8,1012.6,no,5.1937,9.18770890941634,0.6484,2.0369,1.2484,52996.5208,0.064,0.015,0.407,0.033,10,4,0,1.09,0.44,0.21,3.52,1.69,0.102,106.7,15.7,3.34,2.85,40.7,26.62,11.35,15.27,73.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_18_ACSA_20_30_500_180830_C,5_18_ACSA_20_30,518,5242,5,18,ACSA,20_30,500,242,8/30/2018,180830,_,180571,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,11.78,0.00,0.00,12/20/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,3.52,1.69,0.102,106.7,15.7,3.34,2.85,40.7,26.62,11.35,15.27,73.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_18_ACSA_20_30_500_180830_TF,5_18_ACSA_20_30,518,5242,5,18,ACSA,20_30,500,242,8/30/2018,180830,_,180572,TF,0.0148,0.0148,NA,0.0084,,NA,0.0084,,11.78,6.01,184.22,12/20/2018,0.000196,196,0.0000,10.5,480.8,no,8.8576,8.8576,0.3820,1.2000,0.4313,45191.6875,0.013,0.073,0.073,0.114,17,7,0,1.92,0.79,0.57,3.52,1.69,0.102,106.7,15.7,3.34,2.85,40.7,26.62,11.35,15.27,73.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_18_ACSA_20_30_500_180830_AF,5_18_ACSA_20_30,518,5242,5,18,ACSA,20_30,500,242,8/30/2018,180830,_,180573,AF,0.1632,0.2856,NA,0.0325,,NA,0.0547,,11.78,6.01,184.22,12/20/2018,0.000196,196,0.0003,72.6,21559.3,no,189.0113,397.175404482807,6.2251,19.5567,0.3294,964343.2139,0.161,0.014,0.768,0.071,444,171,8,1.12,0.43,0.19,3.52,1.69,0.102,106.7,15.7,3.34,2.85,40.7,26.62,11.35,15.27,73.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_18_ACSA_20_30_500_180830_F,5_18_ACSA_20_30,518,5242,5,18,ACSA,20_30,500,242,8/30/2018,180830,_,180574,F,0.0133,0.1330,NA,0.0024,0.0240,NA,0.0240,43.86,11.78,6.01,184.22,12/20/2018,0.000196,196,0.0001,87.8,11439.4,no,21.0741,210.741,0.6604,2.0748,0.3134,107520.9941,0.016,0.162,1.621,0.015,112,12,1,0.53,0.06,0.18,3.52,1.69,0.102,106.7,15.7,3.34,2.85,40.7,26.62,11.35,15.27,73.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_18_ACSA_20_30_500_180830_D,5_18_ACSA_20_30,518,5242,5,18,ACSA,20_30,500,242,8/30/2018,180830,_,180575,D,0.0142,0.0248,NA,0.0026,,NA,0.0044,,11.78,6.01,184.22,12/20/2018,0.000196,196,0.0000,11.2,266.9,no,2.3398,4.91669551719326,0.1680,0.5279,0.7181,11937.9553,0.009,0.016,0.882,0.005,5,1,0,1.02,0.20,0.18,3.52,1.69,0.102,106.7,15.7,3.34,2.85,40.7,26.62,11.35,15.27,73.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_0_5_500_180830_C,5_20_PIGL_0_5,520,5242,5,20,PIGL,0_5,500,242,8/30/2018,180830,_,180576,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,5.63,0.00,0.00,12/20/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_0_5_500_180830_TF,5_20_PIGL_0_5,520,5242,5,20,PIGL,0_5,500,242,8/30/2018,180830,_,180577,TF,0.6961,0.6961,NA,0.2115,,NA,0.2115,,5.63,5.75,92.37,12/20/2018,0.000098,98,0.0023,8.4,19273.5,no,178.0269,178.0269,11.7461,36.9015,0.6598,1816601.0841,0.609,0.012,0.012,18.391,281,157,2,1.58,0.88,0.30,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_0_5_500_180830_AF,5_20_PIGL_0_5,520,5242,5,20,PIGL,0_5,500,242,8/30/2018,180830,_,180578,AF,1.1740,1.6165,0.6934,0.1722,,0.2916,0.4206,,5.63,5.75,92.37,12/20/2018,0.000098,98,0.0046,35.1,159816.8,yes,831.2637,1476.20926178726,23.8539,74.9392,0.2870,8482283.1443,0.538,0.652,6.624,0.063,4548,2809,242,3.08,1.90,0.26,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_0_5_500_180830_F,5_20_PIGL_0_5,520,5242,5,20,PIGL,0_5,500,242,8/30/2018,180830,_,180579,F,0.0499,0.4990,NA,0.0143,0.1430,NA,0.1430,34.00,5.63,5.75,92.37,12/20/2018,0.000098,98,0.0015,46.2,71526.8,yes,66.0685,660.685,1.4962,4.7004,0.2265,674168.4316,0.027,0.626,6.264,0.023,560,195,18,0.85,0.30,0.29,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_0_5_500_180830_D,5_20_PIGL_0_5,520,5242,5,20,PIGL,0_5,500,242,8/30/2018,180830,_,180580,D,0.1499,0.2064,NA,0.0315,,0.2916,0.0454,,5.63,5.75,92.37,12/20/2018,0.000098,98,0.0005,7.9,3900.2,no,20.2864,36.025838212737,2.2129,6.9521,1.0908,207003.9280,0.190,0.032,0.324,0.140,35,9,0,0.97,0.25,0.22,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_5_10_500_180830_C,5_20_PIGL_5_10,520,5242,5,20,PIGL,5_10,500,242,8/30/2018,180830,_,180581,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,6.32,0.00,0.00,12/20/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_5_10_500_180830_TF,5_20_PIGL_5_10,520,5242,5,20,PIGL,5_10,500,242,8/30/2018,180830,_,180582,TF,0.4543,0.4543,NA,0.1452,,NA,0.1452,,6.32,6.45,91.68,12/20/2018,0.000098,98,0.0016,5.1,8120.7,no,74.4525,74.4525,5.9675,18.7474,0.8015,759719.5287,0.376,0.235,0.235,0.617,89,45,0,1.20,0.60,0.32,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_5_10_500_180830_AF,5_20_PIGL_5_10,520,5242,5,20,PIGL,5_10,500,242,8/30/2018,180830,_,180583,AF,0.1490,1.8047,NA,0.0696,,NA,0.6119,,6.32,6.45,91.68,12/20/2018,0.000098,98,0.0067,43.4,289488.5,no,206.2953,2654.09278314909,7.5581,23.7445,0.3664,2105054.2356,0.217,0.442,1.848,0.331,614,394,23,0.23,0.15,0.34,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_5_10_500_180830_F,5_20_PIGL_5_10,520,5242,5,20,PIGL,5_10,500,242,8/30/2018,180830,_,180584,F,0.1909,1.9090,NA,0.0593,0.5930,NA,0.5930,96.90,6.32,6.45,91.68,12/20/2018,0.000098,98,0.0065,43.5,281225.6,no,257.8337,2578.337,8.7123,27.3705,0.3379,2630956.1391,0.231,0.213,2.126,0.279,1229,1080,130,0.48,0.42,0.31,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_5_10_500_180830_D,5_20_PIGL_5_10,520,5242,5,20,PIGL,5_10,500,242,8/30/2018,180830,_,180585,D,0.0228,0.2761,NA,0.0065,,NA,0.0572,,6.32,6.45,91.68,12/20/2018,0.000098,98,0.0006,24.8,15438.2,no,11.0016,141.541116850908,0.6371,2.0016,0.5791,112261.0992,0.029,0.227,0.947,0.060,14,6,0,0.10,0.04,0.21,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_10_15_500_180830_C,5_20_PIGL_10_15,520,5242,5,20,PIGL,10_15,500,242,8/30/2018,180830,_,180586,C,0.1600,0.1600,NA,0.0495,,NA,0.0495,,5.57,5.68,92.43,12/20/2018,0.000098,98,0.0005,0.7,356.7,no,3.2972,3.2972,0.8654,2.7189,2.6248,33644.5580,0.178,0.029,0.029,1.684,3,1,0,0.91,0.30,0.31,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_10_15_500_180830_TF,5_20_PIGL_10_15,520,5242,5,20,PIGL,10_15,500,242,8/30/2018,180830,_,180587,TF,0.7514,0.7514,NA,0.2359,,NA,0.2359,,5.57,5.68,92.43,12/20/2018,0.000098,98,0.0026,3.8,9651.1,no,89.2077,89.2077,7.9292,24.9104,0.8888,910282.6880,0.554,0.188,0.188,1.256,85,49,0,0.95,0.55,0.31,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_10_15_500_180830_AF,5_20_PIGL_10_15,520,5242,5,20,PIGL,10_15,500,242,8/30/2018,180830,_,180588,AF,0.3929,0.9173,NA,0.1007,,NA,0.2540,,5.57,5.68,92.43,12/20/2018,0.000098,98,0.0027,46.7,128428.7,no,353.2251,1187.09891524409,12.5349,39.3795,0.3549,3604337.5423,0.349,0.705,3.869,0.066,1492,755,46,1.26,0.64,0.28,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_10_15_500_180830_F,5_20_PIGL_10_15,520,5242,5,20,PIGL,10_15,500,242,8/30/2018,180830,_,180589,F,0.0572,0.5720,NA,0.0169,0.1690,NA,0.1690,66.53,5.57,5.68,92.43,12/20/2018,0.000098,98,0.0018,50.8,92893.0,no,85.8634,858.634,2.9872,9.3845,0.3479,876156.7477,0.082,0.353,3.534,0.048,537,235,13,0.63,0.27,0.30,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_10_15_500_180830_D,5_20_PIGL_10_15,520,5242,5,20,PIGL,10_15,500,242,8/30/2018,180830,_,180590,D,0.0357,0.0833,NA,0.0103,,NA,0.0260,,5.57,5.68,92.43,12/20/2018,0.000098,98,0.0003,13.6,3813.4,no,10.4883,35.2484847559095,0.7573,2.3793,0.7221,107023.9183,0.043,0.082,0.451,0.058,14,8,0,0.40,0.23,0.31,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_15_20_500_180830_C,5_20_PIGL_15_20,520,5242,5,20,PIGL,15_20,500,242,8/30/2018,180830,_,180591,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,4.17,0.00,0.00,12/20/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_15_20_500_180830_TF,5_20_PIGL_15_20,520,5242,5,20,PIGL,15_20,500,242,8/30/2018,180830,_,180592,TF,0.3010,0.3010,NA,0.0886,,NA,0.0886,,4.17,4.25,93.83,12/20/2018,0.000098,98,0.0009,5.9,5579.1,no,52.3503,52.3503,4.2153,13.2428,0.8052,534186.6811,0.267,0.049,0.049,1.812,67,41,0,1.28,0.78,0.29,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_15_20_500_180830_AF,5_20_PIGL_15_20,520,5242,5,20,PIGL,15_20,500,242,8/30/2018,180830,_,180593,AF,0.3471,1.3573,NA,0.0954,,NA,0.3869,,4.17,4.25,93.83,12/20/2018,0.000098,98,0.0041,40.3,166283.5,no,294.0464,1560.28229906654,10.9490,34.3972,0.3724,3000473.2161,0.320,0.298,2.622,0.148,1041,630,30,0.67,0.40,0.29,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_15_20_500_180830_F,5_20_PIGL_15_20,520,5242,5,20,PIGL,15_20,500,242,8/30/2018,180830,_,180594,F,0.1209,1.2090,NA,0.0334,0.3340,NA,0.3340,86.32,4.17,4.25,93.83,12/20/2018,0.000098,98,0.0036,40.0,142388.8,no,133.6072,1336.072,4.6152,14.4989,0.3454,1363339.1040,0.125,0.327,3.265,0.102,638,364,39,0.48,0.27,0.28,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_15_20_500_180830_D,5_20_PIGL_15_20,520,5242,5,20,PIGL,15_20,500,242,8/30/2018,180830,_,180595,D,0.0683,0.2671,NA,0.0139,,NA,0.0564,,4.17,4.25,93.83,12/20/2018,0.000098,98,0.0006,15.3,9171.0,no,16.2174,86.0535009334637,1.2067,3.7908,0.7440,165483.7486,0.071,0.121,1.061,0.053,27,19,0,0.31,0.22,0.21,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_20_30_500_180830_C,5_20_PIGL_20_30,520,5242,5,20,PIGL,20_30,500,242,8/30/2018,180830,_,180596,C,0.0000,0.0000,NA,0.0000,,NA,0.0000,,3.60,0.00,0.00,12/20/2018,0,0,0.0000,0.0,0.0,no,0,0,0,0,0,0,0,0.000,0.000,0.000,0,0,0,0.00,0.00,0.00,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_20_30_500_180830_TF,5_20_PIGL_20_30,520,5242,5,20,PIGL,20_30,500,242,8/30/2018,180830,_,180597,TF,0.1477,0.1477,NA,0.0407,,NA,0.0407,,3.60,1.84,192.40,12/20/2018,0.000196,196,0.0002,9.0,1896.3,no,36.4852,36.4852,2.6536,8.3366,0.7273,186148.9565,0.152,0.072,0.072,0.566,45,25,0,1.23,0.69,0.28,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_20_30_500_180830_AF,5_20_PIGL_20_30,520,5242,5,20,PIGL,20_30,500,242,8/30/2018,180830,_,180598,AF,0.1075,0.3178,NA,0.0241,,NA,0.0941,,3.60,1.84,192.40,12/20/2018,0.000196,196,0.0005,41.2,20141.7,no,78.5179,387.521077643485,3.1266,9.8226,0.3982,400601.4688,0.098,0.157,0.990,0.095,277,165,8,0.71,0.43,0.30,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_20_30_500_180830_F,5_20_PIGL_20_30,520,5242,5,20,PIGL,20_30,500,242,8/30/2018,180830,_,180599,F,0.0268,0.2680,NA,0.0086,0.0860,NA,0.0860,91.37,3.60,1.84,192.40,12/20/2018,0.000196,196,0.0004,41.4,18491.1,no,35.5763,355.763,1.1920,3.7448,0.3351,181511.7806,0.031,0.099,0.992,0.087,222,77,5,0.62,0.22,0.32,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
5_20_PIGL_20_30_500_180830_D,5_20_PIGL_20_30,520,5242,5,20,PIGL,20_30,500,242,8/30/2018,180830,_,180600,D,0.0295,0.0872,NA,0.0055,,NA,0.0215,,3.60,1.84,192.40,12/20/2018,0.000196,196,0.0001,27.3,3047.9,no,11.8817,58.6415223565149,0.6845,2.1504,0.5761,60620.7218,0.031,0.030,0.189,0.114,26,12,1,0.44,0.20,0.25,4.65,2.07,0.125,174.6,15.2,3.30,2.91,44.3,21.62,11.35,10.27,78.38,L,0.187,18.7,0.136,13.6,0.166,16.6,0.149,14.9
3_3_LALA_0_5_500_180831_C,3_3_LALA_0_5,33,3243,3,3,LALA,0_5,500,243,8/31/2018,180831,_,180601,C,0.2797,0.2797,NA,0.1067,,NA,0.1067,,8.64,8.82,89.36,12/20/2018,0.000098,98,0.0012,0.6,727.3,no,6.4990,6.4990,1.4971,4.7031,2.3035,66316.5796,0.271,0.034,0.034,3.120,6,2,0,0.92,0.31,0.38,2.88,1.29,0.081,62.2,11.0,1.82,1.91,55.2,16.44,6.89,9.55,83.56,L,0.145,14.5,0.181,18.1,0.138,13.8,0.179,17.9
3_3_LALA_0_5_500_180831_TF,3_3_LALA_0_5,33,3243,3,3,LALA,0_5,500,243,8/31/2018,180831,_,180602,TF,1.6093,1.6093,NA,0.5399,,NA,0.5399,,8.64,8.82,89.36,12/20/2018,0.000098,98,0.0060,2.9,17327.6,no,154.8307,154.8307,16.8555,52.9531,1.0886,1579905.2117,1.441,0.268,0.268,2.012,198,116,2,1.28,0.75,0.34,2.88,1.29,0.081,62.2,11.0,1.82,1.91,55.2,16.44,6.89,9.55,83.56,L,0.145,14.5,0.181,18.1,0.138,13.8,0.179,17.9
3_3_LALA_0_5_500_180831_AF,3_3_LALA_0_5,33,3243,3,3,LALA,0_5,500,243,8/31/2018,180831,_,180603,AF,0.8663,1.3148,0.4665,0.1566,,0.2908,0.4574,,8.64,8.82,89.36,12/20/2018,0.000098,98,0.0051,29.8,152446.1,no,590.6838,1362.18307273126,25.0595,78.7266,0.4242,6027386.1359,0.835,1.611,10.156,0.045,2352,1352,98,1.73,0.99,0.35,2.88,1.29,0.081,62.2,11.0,1.82,1.91,55.2,16.44,6.89,9.55,83.56,L,0.145,14.5,0.181,18.1,0.138,13.8,0.179,17.9
